img,res,prediction_value
4604,baby_cheetah,1
1454,baby_cheetah,1
1991,baby_cheetah,1
3944,baby_cheetah,1
519,baby_cheetah,1
3930,baby_cheetah,1
3172,baby_cheetah,1
1535,baby_cheetah,1
1483,baby_cheetah,1
222,baby_cheetah,1
2739,baby_cheetah,1
1165,baby_cheetah,1
1016,baby_cheetah,1
3530,baby_cheetah,1
2426,baby_cheetah,1
1104,baby_cheetah,1
391,baby_cheetah,1
4672,baby_cheetah,1
4098,baby_cheetah,1
1045,baby_cheetah,1
261,baby_cheetah,1
728,baby_cheetah,1
3086,baby_cheetah,1
2167,baby_cheetah,1
610,baby_cheetah,1
3973,baby_cheetah,1
3428,baby_cheetah,1
1904,baby_cheetah,1
2711,baby_cheetah,1
4312,baby_cheetah,1
3643,baby_cheetah,1
1540,baby_cheetah,1
1783,baby_cheetah,1
3417,baby_cheetah,1
1496,baby_cheetah,1
1550,baby_cheetah,1
2630,baby_cheetah,1
4674,baby_cheetah,1
2859,baby_cheetah,1
1407,baby_cheetah,1
3454,baby_cheetah,1
2823,baby_cheetah,1
31,baby_cheetah,1
4105,baby_cheetah,1
3721,baby_cheetah,1
364,baby_cheetah,1
3642,baby_cheetah,1
4013,baby_cheetah,1
443,baby_cheetah,1
4039,baby_cheetah,1
4341,baby_cheetah,1
1680,baby_cheetah,1
253,baby_cheetah,1
2024,baby_cheetah,1
4172,baby_cheetah,1
3310,baby_cheetah,1
1750,baby_cheetah,1
1653,baby_cheetah,1
1939,baby_cheetah,1
2145,baby_cheetah,1
2768,baby_cheetah,1
1322,baby_cheetah,1
1333,baby_cheetah,1
3130,baby_cheetah,1
346,baby_cheetah,1
4505,baby_cheetah,1
2787,baby_cheetah,1
922,baby_cheetah,1
3946,baby_cheetah,1
1902,baby_cheetah,1
4216,baby_cheetah,1
609,baby_cheetah,1
95,baby_cheetah,1
1854,baby_cheetah,1
2571,baby_cheetah,1
2142,baby_cheetah,1
2302,baby_cheetah,1
3580,baby_cheetah,1
788,baby_cheetah,1
903,baby_cheetah,1
586,baby_cheetah,1
4403,baby_cheetah,1
1763,baby_cheetah,1
4630,baby_cheetah,1
4010,baby_cheetah,1
226,baby_cheetah,1
3750,baby_cheetah,1
3108,baby_cheetah,1
3406,baby_cheetah,1
2363,baby_cheetah,1
414,baby_cheetah,1
3056,baby_cheetah,1
4627,baby_cheetah,1
776,baby_cheetah,1
3004,baby_cheetah,1
3410,baby_cheetah,1
3559,baby_cheetah,1
3358,baby_cheetah,1
3298,baby_cheetah,1
947,baby_cheetah,1
4025,baby_cheetah,1
3145,baby_cheetah,1
82,baby_cheetah,1
2545,baby_cheetah,1
3333,baby_cheetah,1
2271,baby_cheetah,1
4397,baby_cheetah,1
3526,baby_cheetah,1
4473,baby_cheetah,1
4430,baby_cheetah,1
1799,baby_cheetah,1
3725,baby_cheetah,1
1142,baby_cheetah,1
1228,baby_cheetah,1
4564,baby_cheetah,1
515,baby_cheetah,1
3740,baby_cheetah,1
654,baby_cheetah,1
1675,baby_cheetah,1
1947,baby_cheetah,1
622,baby_cheetah,1
3231,baby_cheetah,1
4052,baby_cheetah,1
188,baby_cheetah,1
4321,baby_cheetah,1
1950,baby_cheetah,1
1145,baby_cheetah,1
4655,baby_cheetah,1
2960,baby_cheetah,1
1323,baby_cheetah,1
859,baby_cheetah,1
220,baby_cheetah,1
3303,baby_cheetah,1
2014,baby_cheetah,1
3733,baby_cheetah,1
1126,baby_cheetah,1
1808,baby_cheetah,1
24,baby_cheetah,1
2188,baby_cheetah,1
3285,baby_cheetah,1
4417,baby_cheetah,1
4716,baby_cheetah,1
3506,baby_cheetah,1
3888,baby_cheetah,1
183,baby_cheetah,1
202,baby_cheetah,1
4117,baby_cheetah,1
146,baby_cheetah,1
2098,baby_cheetah,1
4081,baby_cheetah,1
2325,baby_cheetah,1
1627,baby_cheetah,1
207,baby_cheetah,1
2887,baby_cheetah,1
3309,baby_cheetah,1
2457,baby_cheetah,1
1941,baby_cheetah,1
4079,baby_cheetah,1
4327,baby_cheetah,1
3327,baby_cheetah,1
3457,baby_cheetah,1
6,baby_cheetah,1
4549,baby_cheetah,1
2700,baby_cheetah,1
3857,baby_cheetah,1
3237,baby_cheetah,1
375,baby_cheetah,1
2878,baby_cheetah,1
3958,baby_cheetah,1
584,baby_cheetah,1
4519,baby_cheetah,1
4016,baby_cheetah,1
4515,baby_cheetah,1
4227,baby_cheetah,1
1772,baby_cheetah,1
691,baby_cheetah,1
234,baby_cheetah,1
619,baby_cheetah,1
3159,baby_cheetah,1
3630,baby_cheetah,1
72,baby_cheetah,1
3927,baby_cheetah,1
1972,baby_cheetah,1
3550,baby_cheetah,1
4675,baby_cheetah,1
1778,baby_cheetah,1
3616,baby_cheetah,1
3386,baby_cheetah,1
1027,baby_cheetah,1
4435,baby_cheetah,1
2934,baby_cheetah,1
2641,baby_cheetah,1
9,baby_cheetah,1
638,baby_cheetah,1
1091,baby_cheetah,1
3518,baby_cheetah,1
1384,baby_cheetah,1
4578,baby_cheetah,1
685,baby_cheetah,1
144,baby_cheetah,1
1335,baby_cheetah,1
3353,baby_cheetah,1
2390,baby_cheetah,1
1263,baby_cheetah,1
1755,baby_cheetah,1
1261,baby_cheetah,1
2886,baby_cheetah,1
1176,baby_cheetah,1
4074,baby_cheetah,1
3420,baby_cheetah,1
2362,baby_cheetah,1
4617,baby_cheetah,1
3453,baby_cheetah,1
3040,baby_cheetah,1
3555,baby_cheetah,1
2337,baby_cheetah,1
3768,baby_cheetah,1
2900,baby_cheetah,1
322,baby_cheetah,1
2255,baby_cheetah,1
2812,baby_cheetah,1
1523,baby_cheetah,1
3200,baby_cheetah,1
1568,baby_cheetah,1
3300,baby_cheetah,1
4477,baby_cheetah,1
2254,baby_cheetah,1
1845,baby_cheetah,1
49,baby_cheetah,1
2495,baby_cheetah,1
3761,baby_cheetah,1
3989,baby_cheetah,1
2212,baby_cheetah,1
1684,baby_cheetah,1
3805,baby_cheetah,1
2116,baby_cheetah,1
2121,baby_cheetah,1
4030,baby_cheetah,1
4633,baby_cheetah,1
4671,baby_cheetah,1
2519,baby_cheetah,1
4169,baby_cheetah,1
1350,baby_cheetah,1
3722,baby_cheetah,1
4141,baby_cheetah,1
10,baby_cheetah,1
2224,baby_cheetah,1
1561,baby_cheetah,1
1473,baby_cheetah,1
3498,baby_cheetah,1
4299,baby_cheetah,1
3840,baby_cheetah,1
4165,baby_cheetah,1
2837,baby_cheetah,1
1408,baby_cheetah,1
1033,baby_cheetah,1
2653,baby_cheetah,1
1318,baby_cheetah,1
354,baby_cheetah,1
910,baby_cheetah,1
892,baby_cheetah,1
4325,baby_cheetah,1
2073,baby_cheetah,1
913,baby_cheetah,1
1170,baby_cheetah,1
3811,baby_cheetah,1
4691,baby_cheetah,1
4318,baby_cheetah,1
1962,baby_cheetah,1
3894,baby_cheetah,1
2642,baby_cheetah,1
265,baby_cheetah,1
3678,baby_cheetah,1
2336,baby_cheetah,1
1599,baby_cheetah,1
1429,baby_cheetah,1
890,baby_cheetah,1
2285,baby_cheetah,1
3785,baby_cheetah,1
97,baby_cheetah,1
1330,baby_cheetah,1
494,baby_cheetah,1
4540,baby_cheetah,1
2893,baby_cheetah,1
769,baby_cheetah,1
771,baby_cheetah,1
2984,baby_cheetah,1
4291,baby_cheetah,1
1804,baby_cheetah,1
839,baby_cheetah,1
3156,baby_cheetah,1
4298,baby_cheetah,1
1681,baby_cheetah,1
1764,baby_cheetah,1
4494,baby_cheetah,1
4187,baby_cheetah,1
3931,baby_cheetah,1
1007,baby_cheetah,1
2781,baby_cheetah,1
1415,baby_cheetah,1
3439,baby_cheetah,1
293,baby_cheetah,1
786,baby_cheetah,1
3240,baby_cheetah,1
4073,baby_cheetah,1
4737,baby_cheetah,1
4230,baby_cheetah,1
3311,baby_cheetah,1
3493,baby_cheetah,1
3918,baby_cheetah,1
2022,baby_cheetah,1
2850,baby_cheetah,1
4464,baby_cheetah,1
3437,baby_cheetah,1
53,baby_cheetah,1
313,baby_cheetah,1
2354,baby_cheetah,1
4063,baby_cheetah,1
948,baby_cheetah,1
1911,baby_cheetah,1
3352,baby_cheetah,1
2189,baby_cheetah,1
2160,baby_cheetah,1
724,baby_cheetah,1
592,baby_cheetah,1
1461,baby_cheetah,1
4680,baby_cheetah,1
495,baby_cheetah,1
630,baby_cheetah,1
4186,baby_cheetah,1
2854,baby_cheetah,1
4019,baby_cheetah,1
2987,baby_cheetah,1
3236,baby_cheetah,1
1839,baby_cheetah,1
1209,baby_cheetah,1
4721,baby_cheetah,1
4116,baby_cheetah,1
32,baby_cheetah,1
235,baby_cheetah,1
2468,baby_cheetah,1
3544,baby_cheetah,1
1395,baby_cheetah,1
4434,baby_cheetah,1
381,baby_cheetah,1
2232,baby_cheetah,1
291,baby_cheetah,1
4203,baby_cheetah,1
2705,baby_cheetah,1
1874,baby_cheetah,1
665,baby_cheetah,1
2959,baby_cheetah,1
3611,baby_cheetah,1
3848,baby_cheetah,1
709,baby_cheetah,1
1001,baby_cheetah,1
1921,baby_cheetah,1
3963,baby_cheetah,1
4143,baby_cheetah,1
1713,baby_cheetah,1
112,baby_cheetah,1
401,baby_cheetah,1
774,baby_cheetah,1
645,baby_cheetah,1
2710,baby_cheetah,1
1791,baby_cheetah,1
1677,baby_cheetah,1
3548,baby_cheetah,1
4199,baby_cheetah,1
1989,baby_cheetah,1
2979,baby_cheetah,1
2094,baby_cheetah,1
2132,baby_cheetah,1
846,baby_cheetah,1
371,baby_cheetah,1
4347,baby_cheetah,1
631,baby_cheetah,1
3674,baby_cheetah,1
780,baby_cheetah,1
4446,baby_cheetah,1
1621,baby_cheetah,1
1242,baby_cheetah,1
2376,baby_cheetah,1
3512,baby_cheetah,1
1467,baby_cheetah,1
2676,baby_cheetah,1
2099,baby_cheetah,1
951,baby_cheetah,1
1512,baby_cheetah,1
252,baby_cheetah,1
4249,baby_cheetah,1
1300,baby_cheetah,1
1657,baby_cheetah,1
2448,baby_cheetah,1
1831,baby_cheetah,1
4378,baby_cheetah,1
2975,baby_cheetah,1
2761,baby_cheetah,1
993,baby_cheetah,1
3870,baby_cheetah,1
3653,baby_cheetah,1
3071,baby_cheetah,1
2395,baby_cheetah,1
528,baby_cheetah,1
2372,baby_cheetah,1
1534,baby_cheetah,1
1514,baby_cheetah,1
2888,baby_cheetah,1
1313,baby_cheetah,1
4587,baby_cheetah,1
1612,baby_cheetah,1
1000,baby_cheetah,1
2699,baby_cheetah,1
1827,baby_cheetah,1
4308,baby_cheetah,1
613,baby_cheetah,1
4038,baby_cheetah,1
753,baby_cheetah,1
2326,baby_cheetah,1
497,baby_cheetah,1
1960,baby_cheetah,1
2708,baby_cheetah,1
1536,baby_cheetah,1
2977,baby_cheetah,1
120,baby_cheetah,1
1985,baby_cheetah,1
1706,baby_cheetah,1
1857,baby_cheetah,1
4599,baby_cheetah,1
3843,baby_cheetah,1
3815,baby_cheetah,1
4418,baby_cheetah,1
2971,baby_cheetah,1
377,baby_cheetah,1
3239,baby_cheetah,1
2752,baby_cheetah,1
3452,baby_cheetah,1
4690,baby_cheetah,1
1472,baby_cheetah,1
4228,baby_cheetah,1
2139,baby_cheetah,1
4252,baby_cheetah,1
1797,baby_cheetah,1
4454,baby_cheetah,1
1564,baby_cheetah,1
2622,baby_cheetah,1
2225,baby_cheetah,1
4161,baby_cheetah,1
869,baby_cheetah,1
2795,baby_cheetah,1
1307,baby_cheetah,1
2601,baby_cheetah,1
1051,baby_cheetah,1
1439,baby_cheetah,1
1096,baby_cheetah,1
3703,baby_cheetah,1
3223,baby_cheetah,1
904,baby_cheetah,1
3082,baby_cheetah,1
4394,baby_cheetah,1
1673,baby_cheetah,1
1689,baby_cheetah,1
1640,baby_cheetah,1
1324,baby_cheetah,1
535,baby_cheetah,1
1748,baby_cheetah,1
418,baby_cheetah,1
467,baby_cheetah,1
2053,baby_cheetah,1
4189,baby_cheetah,1
595,baby_cheetah,1
2163,baby_cheetah,1
2444,baby_cheetah,1
4080,baby_cheetah,1
2496,baby_cheetah,1
125,baby_cheetah,1
2339,baby_cheetah,1
621,baby_cheetah,1
653,baby_cheetah,1
510,baby_cheetah,1
1061,baby_cheetah,1
3533,baby_cheetah,1
2063,baby_cheetah,1
2533,baby_cheetah,1
376,baby_cheetah,1
1149,baby_cheetah,1
3244,baby_cheetah,1
1117,baby_cheetah,1
4390,baby_cheetah,1
4409,baby_cheetah,1
4401,baby_cheetah,1
1393,baby_cheetah,1
137,baby_cheetah,1
1271,baby_cheetah,1
2387,baby_cheetah,1
4614,baby_cheetah,1
4342,baby_cheetah,1
2104,baby_cheetah,1
1085,baby_cheetah,1
1843,baby_cheetah,1
939,baby_cheetah,1
1329,baby_cheetah,1
3698,baby_cheetah,1
271,baby_cheetah,1
1466,baby_cheetah,1
3741,baby_cheetah,1
256,baby_cheetah,1
3459,baby_cheetah,1
4219,baby_cheetah,1
3266,baby_cheetah,1
4330,baby_cheetah,1
3277,baby_cheetah,1
1720,baby_cheetah,1
4708,baby_cheetah,1
4590,baby_cheetah,1
3152,baby_cheetah,1
186,baby_cheetah,1
533,baby_cheetah,1
3076,baby_cheetah,1
2213,baby_cheetah,1
3830,baby_cheetah,1
2592,baby_cheetah,1
600,baby_cheetah,1
919,baby_cheetah,1
2463,baby_cheetah,0.9999999
3464,baby_cheetah,0.9999999
2055,baby_cheetah,0.99999976
4383,baby_cheetah,0.9999994
1863,baby_cheetah,0.9999993
3710,baby_cheetah,0.9999989
1509,baby_cheetah,0.9999963
2655,baby_cheetah,0.99999344
3945,baby_cheetah,0.99998856
4324,baby_cheetah,0.99997544
2293,baby_cheetah,0.999944
1103,baby_cheetah,0.9998838
548,baby_cheetah,0.9998394
701,baby_cheetah,0.9997482
395,baby_cheetah,0.9997004
1816,baby_cheetah,0.99961805
204,baby_cheetah,0.9991549
2360,baby_cheetah,0.9991516
214,baby_cheetah,0.99901354
3892,baby_cheetah,0.9984712
640,baby_cheetah,0.99752134
3650,baby_cheetah,0.99676955
1175,baby_cheetah,0.99650794
4725,baby_cheetah,0.99378914
2100,baby_cheetah,0.9316987
871,baby_cheetah,0.8808631
1399,baby_cheetah,0.8250052
4531,baby_cheetah,0.7669868
4722,baby_cheetah,0.6210348
172,baby_cheetah,0.5398674
2279,brown_tiger,0.9999993
4133,brown_tiger,0.99999917
1740,brown_tiger,0.99999917
2936,brown_tiger,0.99999845
98,brown_tiger,0.99999845
2524,brown_tiger,0.99999833
829,brown_tiger,0.9999975
1687,brown_tiger,0.9999969
4697,brown_tiger,0.9999969
3829,brown_tiger,0.9999968
2256,brown_tiger,0.99999666
4236,brown_tiger,0.99999666
844,brown_tiger,0.99999666
1180,brown_tiger,0.9999964
1235,brown_tiger,0.9999963
2989,brown_tiger,0.99999595
1150,brown_tiger,0.9999958
3264,brown_tiger,0.9999957
3912,brown_tiger,0.9999956
482,brown_tiger,0.9999956
1139,brown_tiger,0.99999547
4603,brown_tiger,0.99999547
1344,brown_tiger,0.99999547
2186,brown_tiger,0.99999523
3541,brown_tiger,0.999995
4353,brown_tiger,0.99999464
280,brown_tiger,0.99999464
2540,brown_tiger,0.9999945
891,brown_tiger,0.9999945
0,brown_tiger,0.9999943
836,brown_tiger,0.9999943
3928,brown_tiger,0.99999416
4598,brown_tiger,0.99999416
1274,brown_tiger,0.99999404
932,brown_tiger,0.99999404
